submission_id;question_id;module_id;teacher;option_id;answer_value
11;1;;;1;
12;1;;;1;
13;1;;;1;
14;1;;;3;
15;1;;;6;
16;1;;;6;
15;2;;;10;
16;2;;;7;
16;2;;;10;
16;2;;;13;
15;3;;;;pas assez dasso
16;3;;;;nullll
15;4;;;;La vie associative permet de rencontrer d’autres étudiants et de créer une bonne ambiance sur le campus.
16;4;;;;L’ambiance entre les étudiants reste conviviale et certains espaces du campus sont agréables.
12;5;;;;L’ambiance sur le campus est agréable et les échanges entre étudiants sont faciles.
14;5;;;;Très belle école
12;6;;;14;
13;6;;;14;
14;6;;;16;
15;6;;;19;
11;6;;;14;
16;6;;;19;
15;7;;;21;
16;7;;;20;
16;7;;;22;
16;7;;;23;
15;8;;;;Le module manque de clarté dans l’organisation. Les notions abordées sont intéressantes, mais les explications restent parfois trop rapides et les consignes ne sont pas toujours assez précises.
16;8;;;;les pofs sont nuuuuuls
15;9;;;;Les sujets abordés sont utiles pour construire un profil polyvalent en data et en intelligence artificielle.
16;9;;;;Les travaux pratiques permettent d’appliquer concrètement plusieurs notions vues en cours.
12;10;;;;so far so good
14;10;;;;Cursus assez complet
11;11;22;Xavier C.;24;
12;11;22;Xavier C.;25;
13;11;22;Xavier C.;24;
14;11;22;Xavier C.;24;
15;11;22;Xavier C.;24;
11;12;22;Xavier C.;26;
13;12;22;Xavier C.;26;
14;12;22;Xavier C.;28;
15;12;22;Xavier C.;31;
15;13;22;Xavier C.;32;
16;13;22;Xavier C.;32;
16;13;22;Xavier C.;36;
16;13;22;Xavier C.;39;
15;14;22;Xavier C.;;Beaucoup trop de charge de tavaille.
16;14;22;Xavier C.;;Je suis globalement déçu par ce cours. Je n’ai pas eu l’impression de progresser malgré le temps passé dessus.
15;15;22;Xavier C.;;Les exercices d’automatisation étaient intéressants et directement applicables.
14;16;22;Xavier C.;;Je suis très satisfait de la qualité des enseignements. Les professeurs sont disponibles, pédagogues et prennent le temps de répondre aux questions. Cela aide beaucoup à progresser.
11;11;23;Xavier C.;24;
12;11;23;Xavier C.;25;
13;11;23;Xavier C.;24;
14;11;23;Xavier C.;24;
15;11;23;Xavier C.;24;
11;12;23;Xavier C.;26;
13;12;23;Xavier C.;26;
14;12;23;Xavier C.;28;
15;12;23;Xavier C.;31;
15;13;23;Xavier C.;34;
15;13;23;Xavier C.;36;
16;13;23;Xavier C.;32;
16;13;23;Xavier C.;35;
16;13;23;Xavier C.;39;
15;14;23;Xavier C.;;Les notions sont importantes, mais elles ne sont pas toujours suffisamment expliquées.
16;14;23;Xavier C.;;Le cours manque clairement de structure. On passe d’un sujet à l’autre sans vraie logique, ce qui rend la compréhension très difficile.
15;15;23;Xavier C.;;Les cas d’usage abordés ont montré l’intérêt des architectures de services complexes.
16;15;23;Xavier C.;;Le module présente des problématiques techniques utiles pour comprendre les échanges entre services.
14;16;23;Xavier C.;;Les cours sont bien organisés et les enseignants maîtrisent très bien leurs sujets. Les supports sont utiles et les notions importantes sont bien expliquées.
11;11;21;Théo B.;24;
12;11;21;Théo B.;25;
13;11;21;Théo B.;24;
14;11;21;Théo B.;24;
15;11;21;Théo B.;24;
11;12;21;Théo B.;26;
13;12;21;Théo B.;26;
14;12;21;Théo B.;28;
15;12;21;Théo B.;31;
15;13;21;Théo B.;34;
16;13;21;Théo B.;32;
16;13;21;Théo B.;35;
16;13;21;Théo B.;39;
15;14;21;Théo B.;;Le module manque de clarté dans l’organisation. Les notions abordées sont intéressantes, mais les explications restent parfois trop rapides et les consignes ne sont pas toujours assez précises.
16;14;21;Théo B.;;boffff
15;15;21;Théo B.;;Les démonstrations pratiques ont permis de découvrir concrètement les principaux services cloud.
14;16;21;Théo B.;;Les enseignants sont très investis et savent rendre les cours intéressants. Les explications sont claires, les exemples sont pertinents et l’ambiance en cours donne envie de participer.
11;11;26;Enzo F.;24;
12;11;26;Enzo F.;25;
13;11;26;Enzo F.;24;
14;11;26;Enzo F.;24;
15;11;26;Enzo F.;24;
11;12;26;Enzo F.;26;
13;12;26;Enzo F.;26;
14;12;26;Enzo F.;28;
15;12;26;Enzo F.;31;
15;13;26;Enzo F.;32;
15;13;26;Enzo F.;36;
15;13;26;Enzo F.;38;
16;13;26;Enzo F.;32;
16;13;26;Enzo F.;35;
16;13;26;Enzo F.;39;
15;14;26;Enzo F.;;Le sujet est actuel et motivant, mais le module pourrait être mieux cadré.
16;14;26;Enzo F.;;Le cours manque d’interaction. On a surtout l’impression d’écouter passivement sans être vraiment impliqués.
15;15;26;Enzo F.;;Les mises en pratique autour des LLM sont actuelles et particulièrement intéressantes.
16;15;26;Enzo F.;;Les outils présentés donnent un bon aperçu des possibilités offertes par l’intelligence artificielle générative.
14;16;26;Enzo F.;;Les enseignants sont très investis et savent rendre les cours intéressants. Les explications sont claires, les exemples sont pertinents et l’ambiance en cours donne envie de participer.
11;11;24;Thalita D.;24;
12;11;24;Thalita D.;25;
13;11;24;Thalita D.;24;
14;11;24;Thalita D.;24;
15;11;24;Thalita D.;24;
11;12;24;Thalita D.;26;
13;12;24;Thalita D.;26;
14;12;24;Thalita D.;28;
15;12;24;Thalita D.;31;
15;13;24;Thalita D.;33;
15;13;24;Thalita D.;36;
15;13;24;Thalita D.;38;
16;13;24;Thalita D.;32;
16;13;24;Thalita D.;35;
16;13;24;Thalita D.;39;
15;14;24;Thalita D.;;Le module est dense et le rythme est parfois trop rapide. Certaines notions complexes mériteraient d’être reprises plus progressivement avec plus d’exercices guidés.
16;14;24;Thalita D.;;Le rythme du cours est mal adapté. Certaines notions importantes sont survolées alors que d’autres moins utiles prennent beaucoup trop de temps.
15;15;24;Thalita D.;;Les sujets étudiés sont stimulants et les exemples donnent envie d’approfondir le machine learning.
16;15;24;Thalita D.;;La découverte des réseaux de neurones apporte des connaissances utiles pour de futurs projets.
14;16;24;Thalita D.;;J’ai beaucoup apprécié l’implication des professeurs. Ils rendent les séances dynamiques et accessibles, même lorsque les notions sont complexes.
11;11;25;Maksim K.;24;
12;11;25;Maksim K.;25;
13;11;25;Maksim K.;24;
14;11;25;Maksim K.;24;
15;11;25;Maksim K.;24;
11;12;25;Maksim K.;26;
13;12;25;Maksim K.;26;
14;12;25;Maksim K.;28;
15;12;25;Maksim K.;31;
15;13;25;Maksim K.;33;
15;13;25;Maksim K.;36;
15;13;25;Maksim K.;38;
16;13;25;Maksim K.;32;
16;13;25;Maksim K.;35;
16;13;25;Maksim K.;39;
15;14;25;Maksim K.;;Le cours manque parfois de pédagogie et d’exemples pratiques.
16;14;25;Maksim K.;;Je suis globalement déçu par ce cours. Je n’ai pas eu l’impression de progresser malgré le temps passé dessus.
15;15;25;Maksim K.;;Les applications concrètes du traitement du langage sont motivantes et utiles pour la suite.
16;15;25;Maksim K.;;Le module permet de découvrir plusieurs usages actuels du traitement automatique du langage.
14;16;25;Maksim K.;;Les enseignants sont motivants et à l’écoute. On sent qu’ils cherchent vraiment à nous accompagner et à nous faire comprendre les concepts en profondeur.
11;11;29;Issame B.;24;
12;11;29;Issame B.;25;
13;11;29;Issame B.;24;
14;11;29;Issame B.;24;
15;11;29;Issame B.;24;
11;12;29;Issame B.;26;
13;12;29;Issame B.;26;
14;12;29;Issame B.;28;
15;12;29;Issame B.;31;
15;13;29;Issame B.;35;
15;13;29;Issame B.;39;
16;13;29;Issame B.;32;
16;13;29;Issame B.;34;
16;13;29;Issame B.;39;
15;14;29;Issame B.;;Le module manque parfois de fil conducteur.
16;14;29;Issame B.;;Les objectifs du cours ne sont pas assez clairs. On ne comprend pas toujours pourquoi on étudie certaines notions.
15;15;29;Issame B.;;La démarche d’expérimentation donne des outils concrets pour prendre des décisions fondées sur les données.
16;15;29;Issame B.;;Les méthodes présentées sont utiles pour mesurer objectivement l’impact d’une expérimentation.
14;16;29;Issame B.;;Les enseignants sont motivants et à l’écoute. On sent qu’ils cherchent vraiment à nous accompagner et à nous faire comprendre les concepts en profondeur.
11;11;28;Florian L.;24;
12;11;28;Florian L.;25;
13;11;28;Florian L.;24;
14;11;28;Florian L.;24;
15;11;28;Florian L.;24;
11;12;28;Florian L.;26;
13;12;28;Florian L.;26;
14;12;28;Florian L.;28;
15;12;28;Florian L.;31;
15;13;28;Florian L.;32;
15;13;28;Florian L.;36;
16;13;28;Florian L.;32;
16;13;28;Florian L.;35;
16;13;28;Florian L.;39;
15;14;28;Florian L.;;Le contenu est pertinent, mais le cours pourrait être plus dynamique.
16;14;28;Florian L.;;Les séances sont souvent longues et peu engageantes. Il est difficile de rester concentré jusqu’au bout.
15;15;28;Florian L.;;Les sujets de sécurité et de protection des données sont essentiels et directement utiles.
16;15;28;Florian L.;;Les exemples de risques informatiques sensibilisent efficacement aux bonnes pratiques de sécurité.
14;16;28;Florian L.;;J’ai beaucoup apprécié l’implication des professeurs. Ils rendent les séances dynamiques et accessibles, même lorsque les notions sont complexes.
11;11;27;Cédrine M.;24;
12;11;27;Cédrine M.;25;
13;11;27;Cédrine M.;24;
14;11;27;Cédrine M.;24;
15;11;27;Cédrine M.;24;
11;12;27;Cédrine M.;26;
13;12;27;Cédrine M.;26;
14;12;27;Cédrine M.;28;
15;12;27;Cédrine M.;31;
15;13;27;Cédrine M.;32;
15;13;27;Cédrine M.;35;
15;13;27;Cédrine M.;38;
16;13;27;Cédrine M.;32;
16;13;27;Cédrine M.;35;
16;13;27;Cédrine M.;39;
15;14;27;Cédrine M.;;Le module semble important, mais il est parfois trop théorique.
16;14;27;Cédrine M.;;Je trouve que le contenu du cours n’est pas assez bien organisé. Il est difficile de savoir ce qui est vraiment important à retenir.
15;15;27;Cédrine M.;;Les notions de qualité et de gouvernance des données sont utiles pour comprendre les enjeux en entreprise.
16;15;27;Cédrine M.;;Le module montre clairement pourquoi des données fiables sont indispensables à un projet.
14;16;27;Cédrine M.;;Je suis très satisfait de la qualité des enseignements. Les professeurs sont disponibles, pédagogues et prennent le temps de répondre aux questions. Cela aide beaucoup à progresser.
11;11;27;Daniel B.;24;
12;11;27;Daniel B.;25;
13;11;27;Daniel B.;24;
14;11;27;Daniel B.;24;
15;11;27;Daniel B.;24;
11;12;27;Daniel B.;26;
13;12;27;Daniel B.;26;
14;12;27;Daniel B.;28;
15;12;27;Daniel B.;31;
15;13;27;Daniel B.;32;
15;13;27;Daniel B.;34;
15;13;27;Daniel B.;38;
16;13;27;Daniel B.;32;
16;13;27;Daniel B.;36;
16;13;27;Daniel B.;39;
15;14;27;Daniel B.;;Le module semble important, mais il est parfois trop théorique.
16;14;27;Daniel B.;;Le cours manque d’exemples pratiques. Sans application concrète, les notions restent abstraites et difficiles à assimiler.
15;15;27;Daniel B.;;Les exemples permettent de mesurer l’importance d’une stratégie de données fiable.
16;15;27;Daniel B.;;Les concepts abordés donnent de bons repères pour organiser la gouvernance des données.
14;16;27;Daniel B.;;Les cours sont bien organisés et les enseignants maîtrisent très bien leurs sujets. Les supports sont utiles et les notions importantes sont bien expliquées.
11;11;31;Hannah G.;24;
12;11;31;Hannah G.;25;
13;11;31;Hannah G.;24;
14;11;31;Hannah G.;24;
15;11;31;Hannah G.;24;
11;12;31;Hannah G.;26;
13;12;31;Hannah G.;26;
14;12;31;Hannah G.;28;
15;12;31;Hannah G.;31;
15;13;31;Hannah G.;32;
15;13;31;Hannah G.;38;
16;13;31;Hannah G.;32;
16;13;31;Hannah G.;35;
16;13;31;Hannah G.;39;
15;14;31;Hannah G.;;Le contenu juridique est utile, mais il est difficile à suivre sans synthèse claire.
16;14;31;Hannah G.;;Le cours est trop théorique et pas assez appliqué. Pour apprendre efficacement, il faudrait davantage de pratique guidée.
15;15;31;Hannah G.;;Le cours permet de mieux comprendre les obligations juridiques liées aux données.
16;15;31;Hannah G.;;Les notions abordées sensibilisent aux responsabilités légales des futurs professionnels de la data.
14;16;31;Hannah G.;;Ce cours de qui contient le droits daccès aux donnée RGPD est intéressant.
11;11;31;Joey B. F.;24;
12;11;31;Joey B. F.;25;
13;11;31;Joey B. F.;24;
14;11;31;Joey B. F.;24;
15;11;31;Joey B. F.;24;
11;12;31;Joey B. F.;27;
13;12;31;Joey B. F.;26;
14;12;31;Joey B. F.;28;
15;12;31;Joey B. F.;31;
15;13;31;Joey B. F.;32;
15;13;31;Joey B. F.;39;
16;13;31;Joey B. F.;32;
16;13;31;Joey B. F.;35;
16;13;31;Joey B. F.;39;
15;14;31;Joey B. F.;;Le contenu juridique est utile, mais il est difficile à suivre sans synthèse claire.
16;14;31;Joey B. F.;;Les supports ne sont pas suffisants pour travailler en autonomie. Il manque des exemples, des corrections et des explications détaillées.
15;15;31;Joey B. F.;;Les notions de RGPD abordées sont importantes pour les futurs projets professionnels.
